종목코드,종목명,시장구분
368770_NX,파이버프로,KOSDAQ
441270_NX,파인엠텍,KOSDAQ
251970_NX,펌텍코리아,KOSDAQ
168360_NX,펨트론,KOSDAQ
039980_NX,폴라리스AI,KOSDAQ
041020_NX,폴라리스오피스,KOSDAQ
371950_NX,풍원정밀,KOSDAQ
370090_NX,퓨런티어,KOSDAQ
220100_NX,퓨쳐켐,KOSDAQ
334970_NX,프레스티지바이오로직스,KOSDAQ
033790_NX,피노,KOSDAQ
378340_NX,필에너지,KOSDAQ
161580_NX,필옵틱스,KOSDAQ
299030_NX,하나기술,KOSDAQ
149980_NX,하이로닉,KOSDAQ
126700_NX,하이비젼시스템,KOSDAQ
160190_NX,하이젠알앤엠,KOSDAQ
256840_NX,한국비엔씨,KOSDAQ
025770_NX,한국정보통신,KOSDAQ
032300_NX,한국파마,KOSDAQ
452280_NX,한선엔지니어링,KOSDAQ
114810_NX,한솔아이원스,KOSDAQ
078350_NX,한양디지텍,KOSDAQ
005860_NX,한일사료,KOSDAQ
107640_NX,한중엔시에스,KOSDAQ
234340_NX,헥토파이낸셜,KOSDAQ
319400_NX,현대무벡스,KOSDAQ
052260_NX,현대바이오랜드,KOSDAQ
041440_NX,현대에버다임,KOSDAQ
460930_NX,현대힘스,KOSDAQ
200670_NX,휴메딕스,KOSDAQ
084110_NX,휴온스글로벌,KOSDAQ
024060_NX,흥구석유,KOSDAQ
265520_NX,AP시스템,KOSDAQ
211270_NX,AP위성,KOSDAQ
083450_NX,GST,KOSDAQ
297890_NX,HB솔루션,KOSDAQ
047920_NX,HLB제약,KOSDAQ
046210_NX,HLB파나진,KOSDAQ
060720_NX,KH바텍,KOSDAQ
060370_NX,LS마린솔루션,KOSDAQ
476080_NX,M83,KOSDAQ
255220_NX,SG,KOSDAQ
040300_NX,YTN,KOSDAQ
424870_NX,이뮨온시아,KOSDAQ
136150_NX,원일티엔아이,KOSDAQ
483650_NX,달바글로벌,KOSDAQ
287840​​_NX,인투셀,KOSDAQ
268280_NX,미원에스씨,KOSDAQ
34950_NX,한국기업평가,KOSDAQ
